"116A Benelong Road Cremorne, NSW, 2090",LOT 1 DP166455,Medium Density Residential,362,2,1,1,1950,"3 Sep 2016:$1,740,000、1 Sep 2016:$0、24 Jun 2009:$800,000、6 Feb 1985:$130,000、"
"55 Yeo Street Cremorne, NSW, 2090",LOT 40 DP2989,Residential,569,6,2,2,1900,"16 Sep 2016:$3,800,000、23 May 1986:$307,500、"
"302/59-61 Parraween Street Cremorne, NSW, 2090",LOT 28 SP98666,[],178,3,2,2,2018,"1 Sep 2016:$2,250,000、"
"80 Sutherland Street Cremorne, NSW, 2090",LOT 1 DP738236,Medium Density Residential,325,3,3,2,0,"29 Aug 2016:$2,370,000、17 Sep 1998:$802,000、11 Jul 1986:$150,000、"
"43A Ellalong Road Cremorne, NSW, 2090",LOT 2 DP1036077,Low Density Residential,450,4,2,4,2005,"27 Aug 2016:$2,350,000、20 Feb 2006:$1,080,000、18 Jan 2000:$135,000、"
"81A Grasmere Road Cremorne, NSW, 2090",LOT C DP180685,Medium Density Residential,462,3,1,2,1925,"15 Sep 2016:$2,600,000、16 Feb 2007:$1,125,000、21 May 1986:$0、"
"19 Levick Street Cremorne, NSW, 2090",LOT 11 DP22892,Low Density Residential,487,4,2,2,0,"25 Aug 2016:$3,580,000、13 Jan 2009:$1,030,000、11 Aug 2007:$1,410,000、7 Feb 1991:$311,000、"
"11-13 Little Wonga Road Cremorne, NSW, 2090",LOT 1 SP19196,Residential,625,3,2,2,1980,"25 Aug 2016:$1,720,000、"
"20 Illiliwa Street Cremorne, NSW, 2090",LOT 6 DP900582,Low Density Residential,557,4,2,2,1920,"12 Aug 2016:$3,380,000、20 Jan 1997:$763,000、29 Jan 1985:$205,000、"
"53 Earle Street Cremorne, NSW, 2090",LOT A DP378427,Low Density Residential,266,4,3,2,1930,"28 Jul 2016:$2,625,000、29 Aug 2003:$920,000、4 Apr 1998:$440,000、"
"5 Shellbank Parade Cremorne, NSW, 2090",LOT 129 DP10291,Environmental Living,500,5,4,2,2001,"6 Jul 2016:$5,700,000、30 Jul 2009:$3,800,000、11 Jun 2004:$4,510,000、8 Aug 1997:$1,260,000、8 Feb 1985:$212,500、"
"14 Spofforth Street Cremorne, NSW, 2090",LOT 1 DP196242,Low Density Residential,775,5,3,0,1910,"15 Jul 2016:$4,070,000、13 May 2008:$2,612,500、"
"31 Tobruk Avenue Cremorne, NSW, 2090",LOT 13 DP19883,Low Density Residential,411,3,3,1,0,"9 Jun 2016:$2,500,000、19 Jan 2010:$1,900,000、24 May 2003:$1,500,000、6 Jul 2002:$1,167,500、4 Jun 1999:$890,000、13 Dec 1985:$180,000、"
"11 Illiliwa Street Cremorne, NSW, 2090",LOT 1 DP301827,Low Density Residential,502,3,2,5,1925,"8 Jul 2016:$2,600,000、6 Jul 2012:$1,650,000、13 Mar 2009:$1,220,000、28 Apr 2005:$2,100,000、1 Jul 1991:$380,000、6 Jun 1991:$380,000、"
"31 Young Lane Cremorne, NSW, 2090",LOT 101 DP792045,Medium Density Residential,243,5,5,1,1970,"4 Jun 2016:$0、3 Sep 1996:$268,000、20 Dec 1989:$550,000、"
"2A Illiliwa Street Cremorne, NSW, 2090",LOT 2 DP835446,Low Density Residential,278,4,2,2,1994,"2 Jun 2016:$0、9 May 1994:$526,080、20 Dec 1993:$150,000、15 Jul 1993:$108,500、"
"15 Levick Street Cremorne, NSW, 2090",LOT 9 DP22892,Low Density Residential,405,5,3,2,1940,"3 Jun 2016:$2,200,000、14 Aug 2009:$1,511,000、30 Nov 1984:$145,000、"
"14 Davidson Parade Cremorne, NSW, 2090",LOT 9 DP12587,Low Density Residential,446,3,3,1,1926,"20 Apr 2016:$2,255,000、13 Jun 1989:$475,000、"
"2 Benelong Road Cremorne, NSW, 2090",LOT A DP925026,Low Density Residential,379,4,2,1,1930,"7 May 2016:$2,112,000、19 Mar 2010:$1,350,000、1 Apr 1992:$0、"
"116 Grasmere Lane Cremorne, NSW, 2090",LOT 2 DP775751,Medium Density Residential,207,3,2,2,0,"15 Apr 2016:$1,875,000、14 Dec 1994:$490,000、"
"7 Florence Street Cremorne, NSW, 2090",LOT 1 DP81852,Low Density Residential,727,4,3,2,1900,"18 Apr 2016:$4,300,000、24 Oct 2014:$3,200,000、16 Nov 2006:$1,405,000、"
"35 Young Lane Cremorne, NSW, 2090",LOT 2 DP1194339,Medium Density Residential,231,4,3,2,2015,"24 Mar 2016:$2,770,080、"
"90 Benelong Road Cremorne, NSW, 2090",LOT 12 DP703191,Low Density Residential,222,3,1,1,1910,"18 Mar 2016:$1,635,000、1 Jul 2011:$1,215,000、1 Oct 2005:$982,000、26 Apr 2001:$740,000、7 Sep 1995:$295,000、"
"2A Shellbank Parade Cremorne, NSW, 2090",LOT 133 DP10291 & LOT 1 DP1216408,Environmental Living,"1,202",7,7,3,0,"1 Mar 2016:$16,500,000、4 Jan 2007:$4,833,333、12 Sep 2001:$5,850,000、28 Jul 1983:$300,000、"
"216 Ben Boyd Road Cremorne, NSW, 2090",LOT 5 DP18694,Low Density Residential,487,3,1,0,1910,"27 Feb 2016:$1,965,000、"
"70 Macpherson Street Cremorne, NSW, 2090",LOT 3 DP12587,Low Density Residential,392,4,2,1,1920,"24 Feb 2016:$1,920,000、8 Jun 2006:$930,000、16 Feb 1996:$375,000、"
"4A Earle Street Cremorne, NSW, 2090",LOT 1 DP805881,Low Density Residential,280,3,2,2,1985,"21 Feb 2016:$2,025,000、20 Aug 2003:$1,055,000、22 Mar 2002:$900,000、2 Jul 1993:$415,000、5 May 1993:$415,000、26 Nov 1990:$180,000、17 Nov 1989:$480,000、"
"76 Young Street Cremorne, NSW, 2090",LOT 1 DP562805,Low Density Residential,205,2,1,1,1925,"23 Feb 2016:$0、28 Mar 2008:$806,000、27 Nov 1996:$355,000、29 Apr 1988:$230,000、"
"4 Earle Street Cremorne, NSW, 2090",LOT 2 DP805881,Low Density Residential,308,5,2,1,1930,"20 Feb 2016:$1,800,000、"
"69 Benelong Road Cremorne, NSW, 2090",LOT 1 DP557851,Low Density Residential,227,3,1,1,1920,"20 Feb 2016:$1,680,000、7 Nov 2008:$1,035,000、11 Jun 2004:$750,000、"
"229 Ben Boyd Road Cremorne, NSW, 2090",LOT A DP443988,Medium Density Residential,419,4,2,1,1920,"16 Feb 2016:$2,675,000、6 Dec 2005:$1,100,000、23 Oct 1999:$727,000、25 May 1996:$490,000、8 Apr 1993:$322,000、"
"74 Benelong Road Cremorne, NSW, 2090",LOT 112 DP739075,Low Density Residential,365,4,3,1,1930,"13 Feb 2016:$1,947,000、29 Jan 1987:$154,000、"
"2/4 Bannerman Street Cremorne, NSW, 2090",LOT 2 SP52606,Undetermined Or Village,378,3,1,1,1930,"10 Feb 2016:$0、26 May 2012:$715,000、17 Dec 2009:$705,000、17 May 2006:$620,000、16 May 2003:$545,000、9 May 1997:$375,000、26 Mar 1996:$265,000、"
"73 Benelong Road Cremorne, NSW, 2090",LOT 1 DP908015,Low Density Residential,460,3,0,0,0,"11 Feb 2016:$0、19 Sep 2001:$1,025,000、6 Jul 1993:$471,000、8 Dec 1988:$482,000、"
"86 Young Street Cremorne, NSW, 2090",LOT 1 DP506495,Low Density Residential,183,2,1,2,1920,"13 Jan 2016:$625,000、9 May 2014:$1,180,000、25 Mar 2010:$1,023,000、23 Jun 2000:$485,250、26 Jun 1990:$250,000、"
"10 Ellalong Road Cremorne, NSW, 2090",LOT 1 DP816990,Low Density Residential,400,4,2,0,1920,"12 Dec 2015:$2,200,000、"
"37B Park Avenue Cremorne, NSW, 2090",LOT 2 DP790074,Low Density Residential,234,3,2,1,1970,"7 Dec 2015:$1,400,000、22 Nov 2013:$1,020,000、4 Aug 1992:$0、"
"21 Brightmore Street Cremorne, NSW, 2090",LOT 1 DP937425,Low Density Residential,410,3,2,0,1920,"8 Dec 2015:$1,900,105、"
"22 Wonga Road Cremorne, NSW, 2090",LOT 2 DP1107377,Environmental Living,885,5,4,3,2007,"8 Dec 2015:$6,330,000、23 Oct 2009:$5,660,000、26 Aug 2004:$3,500,000、5 Feb 1997:$1,901,000、"
"105 Young Street Cremorne, NSW, 2090",LOT 1 DP175819,Low Density Residential,240,4,3,2,0,"27 Nov 2015:$2,320,000、8 Jun 2012:$1,620,000、16 May 2002:$702,500、"
"21 Benelong Road Cremorne, NSW, 2090",LOT 21 DP5107 SEC C,Low Density Residential,"1,126",3,3,1,1930,"17 Nov 2015:$1,805,000、"
"102 Grasmere Road Cremorne, NSW, 2090",LOT B DP443864,Low Density Residential,276,3,2,1,1925,"18 Nov 2015:$1,825,000、8 Apr 2010:$1,235,000、22 May 1998:$585,000、25 Oct 1996:$510,000、24 Aug 1992:$265,250、16 Jul 1992:$265,250、"
"40 Murdoch Street Cremorne, NSW, 2090",LOT 1 DP74898,Low Density Residential,607,5,3,3,0,"13 Nov 2015:$2,780,000、8 May 2008:$2,415,000、6 May 2006:$1,255,000、9 Feb 1995:$600,000、"
"9 Lloyd Avenue Cremorne, NSW, 2090",LOT 14 DP11756,Low Density Residential,428,4,2,1,1930,"31 Oct 2015:$2,030,000、22 Apr 1988:$350,000、"
"24 Martens Lane Cremorne, NSW, 2090",LOT 2 DP1074556,Medium Density Residential,150,2,2,1,2000,"29 Oct 2015:$1,360,000、28 Nov 2007:$885,000、"
"22 Macpherson Street Cremorne, NSW, 2090",LOT 1 DP981212,Low Density Residential,373,3,2,1,1920,"20 Oct 2015:$2,050,000、19 Jun 2009:$1,150,000、15 Jul 2001:$775,000、21 Jan 1986:$147,000、"
"121 Young Street Cremorne, NSW, 2090",LOT 5 DP229503,Low Density Residential,354,3,1,1,1940,"16 Oct 2015:$1,886,000、19 Mar 2010:$1,565,000、13 Dec 2000:$720,000、14 May 1990:$390,000、"
"54 Spofforth Street Cremorne, NSW, 2090",LOT 2 DP631556,Medium Density Residential,335,3,1,1,0,"6 Oct 2015:$1,612,500、7 Jul 2010:$1,180,000、9 May 1996:$435,000、26 Apr 1990:$345,000、"
"7 Benelong Road Cremorne, NSW, 2090",LOT D DP938165,Low Density Residential,436,5,2,1,1910,"18 Nov 2015:$2,825,000、7 Dec 2010:$2,220,000、23 Nov 2005:$1,635,000、7 Jun 2003:$1,613,000、22 May 1996:$500,000、14 Sep 1988:$450,000、"
"12/57 Yeo Street Cremorne, NSW, 2090",LOT 12 SP30312,Residential,"1,138",2,2,1,1985,"2 Oct 2015:$855,000、19 Jun 2013:$710,000、5 Mar 1997:$385,000、5 Jun 1992:$290,000、4 May 1992:$290,000、5 Feb 1992:$220,000、"
"56 Reynolds Street Cremorne, NSW, 2090",LOT 15 DP102964,Low Density Residential,417,4,2,1,0,"29 Sep 2015:$1,950,000、"
"231 Ben Boyd Road Cremorne, NSW, 2090",LOT B DP443988,Medium Density Residential,443,2,1,1,1910,"29 Sep 2015:$2,150,000、"
"116 Macpherson Street Cremorne, NSW, 2090",LOT B DP324831,Low Density Residential,372,3,1,1,1930,"22 Sep 2015:$2,180,000、7 Jun 2006:$1,280,000、7 Apr 2000:$750,000、9 Aug 1990:$320,000、"
"56A Macpherson Street Cremorne, NSW, 2090",LOT 7 DP15375,Medium Density Residential,904,3,2,1,0,30 Aug 2015:$0、
"1 Florence Lane Cremorne, NSW, 2090",LOT 2 DP847742,Medium Density Residential,381,4,1,1,0,"12 Sep 2015:$1,520,000、7 Mar 1997:$426,000、10 Apr 1995:$350,000、"
"112 Young Street Cremorne, NSW, 2090",LOT 21 DP1139710,Low Density Residential,524,4,3,2,2007,"12 Aug 2015:$3,150,000、24 Sep 2010:$2,670,000、26 Feb 2005:$1,540,000、"
"11 Richmond Avenue Cremorne, NSW, 2090",LOT 4 DP22892,Low Density Residential,449,4,2,2,1950,"3 Aug 2015:$2,050,000、"
"61 Ellalong Road Cremorne, NSW, 2090",LOT A DP324831,Low Density Residential,493,4,3,2,2006,"6 Aug 2015:$3,820,000、17 Sep 2007:$3,150,000、4 Sep 2002:$1,085,000、"
"37 Benelong Road Cremorne, NSW, 2090",LOT B DP340669,Low Density Residential,493,4,3,4,1940,"31 Jul 2015:$3,560,000、"
"40 Ellalong Road Cremorne, NSW, 2090",LOT B DP389788,Environmental Living,550,4,2,2,1950,"10 Jul 2015:$2,265,000、"
"8A Ellalong Road Cremorne, NSW, 2090",LOT 4 DP1138193,Low Density Residential,315,4,3,1,1990,"20 Jun 2015:$2,101,000、"
"82A Benelong Road Cremorne, NSW, 2090",LOT 6 SP85970,Residential,414,4,3,1,1940,"15 Jun 2015:$1,940,000、12 Sep 2011:$1,085,000、"
"18 Montague Road Cremorne, NSW, 2090",LOT 1 DP867297,Low Density Residential,480,4,2,1,1918,"12 Jun 2015:$2,502,000、25 Mar 2002:$1,330,000、17 Apr 1997:$670,000、6 Dec 1996:$750,000、22 Mar 1984:$162,500、"
"7 Levick Street Cremorne, NSW, 2090",LOT 4 DP10545,Low Density Residential,462,3,2,2,1920,"29 May 2015:$2,125,000、12 Nov 2004:$1,465,000、14 Feb 1992:$420,000、"
"12 Benelong Road Cremorne, NSW, 2090",LOTS 1-2 DP512547,Low Density Residential,360,4,2,2,1920,"27 May 2015:$2,200,000、2 Feb 2001:$760,000、22 Dec 1998:$460,000、"
"59 Sutherland Street Cremorne, NSW, 2090",LOT 2 DP1221915,Medium Density Residential,297,3,1,1,0,"24 May 2015:$1,550,000、"
"39 Wonga Road Cremorne, NSW, 2090",LOT 81 DP10291,Environmental Living,511,3,2,2,1927,"22 May 2015:$2,650,000、16 May 2008:$1,715,000、6 Jan 1982:$127,000、"
"24 Brightmore Street Cremorne, NSW, 2090",LOT 1 DP947892,Low Density Residential,446,3,2,1,1925,"9 May 2015:$2,375,000、9 Jul 1984:$123,000、"
"35B Wonga Road Cremorne, NSW, 2090",LOT 2 DP847696,Environmental Living,260,3,2,1,1997,"13 May 2015:$2,600,000、24 Oct 2003:$1,580,000、29 Aug 2001:$1,215,000、14 Feb 1995:$620,000、"
"98 Young Street Cremorne, NSW, 2090",LOT 1 DP204460,Low Density Residential,278,3,1,1,1910,"17 Apr 2015:$1,650,000、8 Mar 2012:$1,002,000、15 Apr 2009:$800,000、15 Jun 1990:$0、"
"32 Grasmere Road Cremorne, NSW, 2090",LOT 11 DP1211406,Residential,519,5,3,2,0,"10 Apr 2015:$13,200、1 Nov 2013:$2,262,500、27 Aug 2008:$2,220,000、3 Feb 2001:$1,200,000、1 Oct 1997:$900,000、14 Sep 1989:$550,000、"
"51 Brightmore Street Cremorne, NSW, 2090",LOT B DP384553,Low Density Residential,291,3,1,2,1920,"30 Mar 2015:$1,601,000、7 Apr 2011:$1,065,000、30 May 2002:$918,000、16 Apr 1998:$435,000、1 May 1997:$160,000、24 Sep 1993:$260,000、22 Dec 1955:$6,000、"
"47 Wonga Road Cremorne, NSW, 2090",LOT B DP345433,Environmental Living,556,0,0,0,0,"30 Mar 2015:$510,000、"
"79 Young Street Cremorne, NSW, 2090",LOT 1 DP900348,Low Density Residential,398,2,1,2,2011,"27 Mar 2015:$2,265,000、28 Feb 2013:$1,875,000、24 Jun 2010:$1,210,000、31 May 2008:$1,020,000、11 Dec 2007:$1,150,000、21 Dec 1990:$250,000、"
"10 Grasmere Road Cremorne, NSW, 2090",LOT 30 DP627971,Low Density Residential,583,3,2,2,1920,"18 Mar 2015:$2,740,000、19 Aug 1983:$151,500、"
"14B Ellalong Road Cremorne, NSW, 2090",LOT 1 DP748928,Low Density Residential,315,3,2,1,1985,"13 Mar 2015:$1,720,000、22 Jan 1999:$600,000、"
"1/42 Benelong Road Cremorne, NSW, 2090",LOT 1 SP54764,Residential,50,2,1,1,1930,"28 Feb 2015:$1,161,000、18 Mar 2011:$727,000、23 Sep 2005:$550,000、"
"61 Reynolds Street Cremorne, NSW, 2090",LOT 2 DP945497,Medium Density Residential,443,4,2,1,1915,"7 Mar 2015:$2,425,000、11 Aug 2006:$1,560,000、23 Aug 2002:$1,440,000、1 Mar 1997:$788,500、20 Aug 1994:$495,000、"
"127 Young Street Cremorne, NSW, 2090",LOT 2 DP229503,Low Density Residential,278,4,3,0,1998,"28 Feb 2015:$2,175,000、5 Jul 1998:$450,000、"
"3 Shellbank Parade Cremorne, NSW, 2090",LOT 101 DP585394,Environmental Living,615,3,4,2,1970,"27 Feb 2015:$4,100,000、18 May 2001:$1,625,000、26 Oct 1993:$630,000、"
"1/50 Macpherson Street Cremorne, NSW, 2090",LOT 1 SP16596,Residential,526,4,2,2,1930,"26 Feb 2015:$1,610,000、20 Sep 2013:$1,425,000、27 Jun 2007:$1,225,000、18 Oct 2002:$825,000、28 Sep 1988:$305,000、"
"23 Brightmore Street Cremorne, NSW, 2090",LOT 1 DP935963,Low Density Residential,424,4,2,3,2012,"14 Feb 2015:$2,920,000、25 Jul 2008:$1,625,000、28 May 2002:$1,065,000、17 Oct 1997:$683,000、29 Mar 1994:$540,000、1 May 1985:$129,000、"
"112A Young Street Cremorne, NSW, 2090",LOT 22 DP1139710,Low Density Residential,564,4,3,2,2010,"16 Feb 2015:$3,800,000、"
"5 Bertha Road Cremorne, NSW, 2090",LOT 84 DP3104,Low Density Residential,746,4,3,2,0,"13 Feb 2015:$3,675,000、23 Oct 1996:$870,000、"
"24A Wonga Road Cremorne, NSW, 2090",LOT 2 DP1120722,Environmental Living,863,4,3,2,2009,"18 Dec 2014:$1,400,000、17 Dec 2009:$3,150,000、"
"214 Ben Boyd Road Cremorne, NSW, 2090",LOT 4 DP18694,Low Density Residential,569,4,2,2,0,"13 Dec 2014:$2,090,000、24 Oct 1991:$0、"
"33 Earle Street Cremorne, NSW, 2090",LOT B DP318727,Low Density Residential,455,5,4,1,1920,"10 Feb 2015:$1,780,000、27 Jan 1984:$110,000、"
"20 Tobruk Avenue Cremorne, NSW, 2090",LOT 10 DP23880,Low Density Residential,500,6,3,1,1960,"12 Dec 2014:$2,550,000、2 Apr 2004:$1,600,000、22 Sep 1998:$1,100,000、23 Jan 1992:$480,000、"
"26 Parraween Street Cremorne, NSW, 2090",LOT 4 DP216990,High Density Residential,190,2,1,0,1893,"5 Dec 2014:$1,180,000、23 Oct 2003:$790,000、3 Feb 1993:$248,000、"
"81 Reynolds Street Cremorne, NSW, 2090",LOT 1 DP1031214,Medium Density Residential,305,4,2,2,2002,"27 Nov 2014:$1,800,000、5 Nov 2010:$1,425,000、19 Sep 2001:$1,050,000、7 Mar 2001:$0、25 Nov 1999:$937,000、19 Aug 1996:$485,000、"
"149 Young Street Cremorne, NSW, 2090",LOT 1 DP1107974,Low Density Residential,580,2,1,1,0,"25 Nov 2014:$15,000、18 Dec 2008:$14,000、"
"73 Belgrave Street Cremorne, NSW, 2090",LOT A DP159712,Medium Density Residential,337,3,2,2,1912,"22 Nov 2014:$1,360,000、"
"1/9 Tobruk Avenue Cremorne, NSW, 2090",LOT 3 SP73859,Residential,753,3,2,1,1940,"26 Nov 2014:$1,150,000、5 May 2006:$935,000、2 May 2004:$5,561、14 Nov 2002:$580,000、"
"15 Fernhurst Avenue Cremorne, NSW, 2090",LOT 1 DP320969,Low Density Residential,487,4,4,2,1920,"20 Nov 2014:$2,050,000、4 Mar 2011:$1,750,000、24 Feb 2005:$1,370,000、11 May 1999:$620,000、23 Jan 1984:$144,000、"
"3 Grasmere Road Cremorne, NSW, 2090",LOT 2 DP322148,High Density Residential,481,4,3,2,2014,"6 Jan 2015:$2,640,000、17 Mar 2001:$778,000、"
"39 Murdoch Street Cremorne, NSW, 2090",LOT C DP158882,Medium Density Residential,386,4,1,1,1910,"17 Nov 2014:$2,500,000、"
"9 Little Wonga Road Cremorne, NSW, 2090",LOT 4 SP87346,Residential,495,4,3,3,1980,"14 Nov 2014:$1,535,000、6 Nov 2012:$152,000、"
"4 Grafton Street Cremorne, NSW, 2090",LOT B DP82390,Low Density Residential,424,3,3,2,1930,"12 Nov 2014:$1,800,000、17 Feb 1995:$430,000、14 Dec 1988:$425,000、"
"25 Illiliwa Street Cremorne, NSW, 2090",LOT 60 DP662957 & LOT 1 DP937086,Low Density Residential,556,3,2,2,0,"11 Nov 2014:$2,300,000、1 Jun 1993:$1、"
"31 Bennett Street Cremorne, NSW, 2090",LOT 1 DP75837,Low Density Residential,398,4,2,2,1920,"6 Nov 2014:$2,250,000、8 Dec 2009:$2,250,000、14 Apr 2000:$950,000、12 Sep 1991:$623,000、"
"3 Davidson Parade Cremorne, NSW, 2090",LOT 17 DP12587,Low Density Residential,544,4,3,2,1920,"30 Oct 2014:$2,575,000、19 Aug 2011:$2,150,000、24 Mar 2004:$1,800,000、23 Feb 1996:$612,500、6 Sep 1983:$67,500、"
"70 Ellalong Road Cremorne, NSW, 2090",LOT 9 DP10291,Environmental Living,534,3,1,1,1939,"6 Nov 2014:$2,160,000、"
"15-17 Bertha Road Cremorne, NSW, 2090",LOT B DP82595,Low Density Residential,310,5,2,1,1910,"22 Sep 2014:$525,600、2 Apr 2011:$1,700,000、"
"29 Young Lane Cremorne, NSW, 2090",LOT 11 DP1134087,Medium Density Residential,301,4,3,2,0,"24 Sep 2014:$1,725,000、25 Feb 2009:$1,450,000、"
"74 Ellalong Road Cremorne, NSW, 2090",LOT 7 DP10291,Environmental Living,534,5,3,5,2005,"19 Sep 2014:$2,150,000、7 Nov 2008:$1,685,000、23 Sep 2006:$1,580,000、23 Jul 2003:$1,675,000、14 Jun 1988:$450,000、"
"8 Bannerman Street Cremorne, NSW, 2090",LOT 1 DP603005,Low Density Residential,"1,463",5,4,2,1911,"10 Sep 2014:$4,880,000、3 Sep 2007:$3,400,000、6 Jul 1993:$575,000、23 Dec 1987:$850,000、"
"3 Claude Avenue Cremorne, NSW, 2090",LOT 21 DP975684,Low Density Residential,446,3,2,0,1912,"25 Aug 2014:$2,050,000、3 Mar 1988:$375,000、"
"4 Reynolds Street Cremorne, NSW, 2090",LOT 1 DP121743 & LOT 39 DP5107 SEC A,Low Density Residential,500,3,2,2,1920,"19 Aug 2014:$2,240,000、22 Dec 1999:$690,000、12 May 1998:$595,000、16 May 1995:$375,000、21 Oct 1988:$0、"
"36 Benelong Road Cremorne, NSW, 2090",LOT 1 DP15890,Low Density Residential,529,5,2,1,1930,"15 Aug 2014:$3,000,000、15 Sep 2003:$1,350,000、13 Feb 1990:$310,000、"
"14 Illiliwa Street Cremorne, NSW, 2090",LOT 3 DP900582,Low Density Residential,557,5,2,2,1910,"7 Aug 2014:$2,850,000、5 Jul 2008:$2,165,000、28 Sep 1990:$395,000、"
"28 Reynolds Street Cremorne, NSW, 2090",LOT Z DP955396,Low Density Residential,435,4,2,2,1920,"29 Jul 2014:$2,355,000、28 Feb 2011:$2,100,000、7 Nov 1991:$505,000、"
"94 Macpherson Street Cremorne, NSW, 2090",LOT 1 DP802514,Low Density Residential,626,5,2,1,1940,"30 Jul 2014:$2,250,000、23 Apr 2009:$1,575,000、11 Aug 1988:$560,000、"
"102 Benelong Road Cremorne, NSW, 2090",LOT 1 DP33925,Low Density Residential,435,4,3,1,1910,"27 Jun 2014:$2,492,000、31 Aug 2005:$1,115,000、9 May 1983:$50,000、"
"17 Tobruk Avenue Cremorne, NSW, 2090",LOT 20 DP19883,Low Density Residential,582,6,2,2,1935,"20 Jun 2014:$2,320,000、28 Aug 2010:$1,550,000、4 Apr 1998:$740,000、"
"14 Parraween Street Cremorne, NSW, 2090",LOT 2 DP222624,High Density Residential,209,4,2,1,1915,"19 Jun 2014:$1,450,000、13 Feb 2012:$895,000、23 Jun 2006:$725,000、12 Dec 2001:$632,000、10 Jun 1998:$500,000、30 Jan 1997:$385,000、11 Jun 1985:$117,000、"
"11 Benelong Road Cremorne, NSW, 2090",LOT F DP938165,Low Density Residential,436,5,2,1,1910,"13 Jun 2014:$2,575,000、11 Jul 2002:$1,112,000、19 Apr 2000:$840,000、5 Feb 1990:$408,250、"
"45 Benelong Road Cremorne, NSW, 2090",LOT 2 DP500359,Low Density Residential,228,2,1,1,1930,"6 May 2014:$1,175,000、5 Jul 1985:$110,000、"
"110 Macpherson Street Cremorne, NSW, 2090",LOT 7 DP9859,Low Density Residential,443,4,2,1,1920,"23 May 2014:$2,080,000、21 Dec 2009:$1,850,000、7 Aug 1998:$900,000、27 Sep 1990:$415,000、"
"4 Illiliwa Street Cremorne, NSW, 2090",LOT 2 DP850338,Low Density Residential,368,4,1,1,1925,"24 Apr 2014:$1,600,000、"
"1 Prospect Avenue Cremorne, NSW, 2090",LOT 1 DP10545,Low Density Residential,512,3,2,2,1920,"11 Apr 2014:$1,870,000、30 Jul 2009:$1,500,000、14 May 2003:$1,250,000、8 Apr 1999:$230,000、14 Apr 1992:$0、2 Jul 1991:$450,000、30 Apr 1985:$150,000、"
"9 Richmond Avenue Cremorne, NSW, 2090",LOT 3 DP22892,Low Density Residential,443,4,2,1,0,"3 Apr 2014:$1,860,000、29 Apr 2005:$1,150,000、11 Mar 1995:$390,000、2 Mar 1990:$315,000、"
"9 Bannerman Street Cremorne, NSW, 2090",LOT 6 DP72206,Low Density Residential,765,4,2,2,1915,"28 Mar 2014:$3,360,000、23 Aug 2005:$2,010,000、"
"10 Spofforth Street Cremorne, NSW, 2090",LOT 31 DP85593,Low Density Residential,670,5,4,2,1905,"21 Mar 2014:$3,000,000、"
"70 Parraween Street Cremorne, NSW, 2090",LOT X DP442664,High Density Residential,234,2,1,1,1910,"14 Mar 2014:$1,370,000、13 Dec 2010:$970,000、20 Dec 2001:$620,000、10 Sep 1999:$438,500、9 Jul 1984:$94,000、"
"1 Claude Avenue Cremorne, NSW, 2090",LOT 2 DP775118,Low Density Residential,465,3,1,1,1920,"14 Mar 2014:$1,850,000、16 Jun 1988:$7,500、"
"43 Wonga Road Cremorne, NSW, 2090",LOT 83 DP10291,Environmental Living,511,5,2,2,1940,"14 Mar 2014:$2,485,000、2 Sep 2005:$1,700,000、17 Jul 1998:$900,000、10 Aug 1983:$180,000、"
"32 Illiliwa Street Cremorne, NSW, 2090",LOT F DP952188,Low Density Residential,502,5,3,1,1927,"3 Mar 2014:$2,700,000、24 Jan 2003:$1,350,000、24 Feb 1993:$420,000、20 Jan 1993:$420,000、23 Jan 1987:$180,000、"
"2 Lodge Road Cremorne, NSW, 2090",LOT 98 DP10291,Environmental Living,"1,265",5,3,2,1950,"1 Mar 2014:$5,500,000、"
"1/145 Young Street Cremorne, NSW, 2090",LOT 1 SP54371,Residential,261,3,2,1,1930,"21 Feb 2014:$1,205,000、2 Mar 2007:$900,000、28 Feb 2000:$635,000、12 Feb 1997:$590,000、"
"27 Wonga Road Cremorne, NSW, 2090",LOT C DP19778 & LOT 75 DP348163,Environmental Living,514,5,1,1,1920,"22 Feb 2014:$2,450,000、"
"1/17 Levick Street Cremorne, NSW, 2090",LOT 1 SP88414,Residential,354,3,2,2,2010,"5 Feb 2014:$1,900,000、9 Dec 2009:$1,425,000、14 Apr 1999:$610,000、16 Nov 1990:$209,750、16 Nov 1990:$209,750、"
"3 Fall Street Cremorne, NSW, 2090",LOT 8 DP78947,Low Density Residential,585,6,3,2,2011,"31 Jan 2014:$3,200,000、1 Nov 2000:$875,000、4 Dec 1997:$702,000、13 Sep 1991:$380,000、"
"19 Montague Road Cremorne, NSW, 2090",LOT B DP380307,Low Density Residential,348,3,1,1,1920,"30 Nov 2013:$1,305,000、11 Dec 1984:$130,000、"
"47A Young Street Cremorne, NSW, 2090",LOT 3 DP14718,Medium Density Residential,259,3,1,1,1925,"30 Nov 2013:$1,400,000、3 Jun 2006:$766,000、1 Dec 1993:$272,500、"
"2 Davidson Parade Cremorne, NSW, 2090",LOT 15 DP12587,Low Density Residential,455,3,3,2,1930,"1 Nov 2013:$2,770,000、16 Apr 2008:$1,760,000、13 Jul 1993:$435,000、1 Jun 1993:$435,000、19 Feb 1993:$370,000、31 Jul 1991:$410,000、"
