2002618,2002307,1997307,2001022,2002310,1997713,2002627,2000249,2002407,1998413,2000308,2003282,1997575,1998141,2001602,2002290,2001331,1999196,1998581,1997652
1999479,2003025,1998330,1998072,2000074,2003237,1998233,2002379,15407679,1997771,1997750,1998536,2003234,1997711,2002229,1997611,2001346,1997918,1998372,1998469
15349271,2002168,2002371,1999005,2000092,1998345,1997760,2001020,1997749,1999273,2002996,1999917,1997916,2000084,1998618,2001506,1997701,1997904,2003451,2003453
2002300,2001008,2001183,2002097,14955455,1997477,1997940,2002292,2000072,1997978,17743681,2000266,2001561,1998063,2000216,2003466,1999171,2000362,2001603,2002295
1999024,1997304,2001232,1998384,1997601,1998374,2002350,2000322,14959639,1997593,2000231,1998067,1997757,2001402,1997945,2000390,14315422,1997929,2002294,1998487
2003243,2000380,2000389,2001539,2003401,2000183,2002183,1998465,2003024,2000267,2003535,2002013,2000070,1997758,1999174,2002327,2002311,2000323,2001534,1998420
2000248,2001538,2003259,1997340,2000038,1997607,1997478,1997084,2002367,1998058,1997480,2000189,1999413,2002392,1997946,1997093,2002366,2003276,1999175,1998307
2002365,2001514,1998578,2002376,2002378,1997815,2001004,2000313,2000315,2002283,2003272,2003030,2003109,2002318,2001425,1998327,2000082,2002081,2002335,2000219
2001350,2002293,1997935,1997965,2001326,1997703,1999258,1999926,2002419,2003618,2003004,2003033,2000351,2003094,1999484,2003257,2003270,1997933,1998057,2003267
2003008,1999259,2003406,1997980,1997919,1999103,2000252,2002394,2002374,2000354,1998460,1997975,2000068,2001990,2001010,1998293,1998611,1997964,2003423,2002361
2003534,2003232,2003426,2002329,2003450,1997320,2000352,1997595,2001356,2001003,1997937,1998316,1998066,2000265,2003407,1998379,1997312,2003405,2000235,1997830
1997588,2003279,2003464,1997339,2003201,2003203,1998421,1999458,2000256,2002142,1997924,2003124,1997308,2001178,1998131,2001420,2001424,1997045,2002360,2003119
1997302,2001856,1997897,2000285,2000357,2000247,1997667,1998376,2002336,2003115,1997606,1997783,2000264,2001421,2000080,2002625,2003404,2000243,2003326,2001210
2003622,2003105,2003623,2000201,2001182,2002369,1997766,2002359,1998464,2000195,2003068,1998488,2001404,1998289,2000217,2001985,2000244,2003244,1997944,1997884
2003387,1999806,2001415,2002268,2001030,2001202,1997342,1997661,2000378,2000078,1997921,2002351,2003409,1997604,1999462,1998585,2000358,2002375,1998608,2003598
2001823,2003035,2000062,2001518,2001567,1998064,1998068,2002306,1997742,1998520,2003242,2003230,1999178,2000215,2003425,2000253,1997755,1997948,2002326,1997932
2002358,2002370,1997776,2001040,1997274,2001011,2003031,1999718,1999272,2003626,2001327,2001217,1998490,2003460,2002151,2002348,2003108,1997313,2001005,1998418
2003416,2001557,2000385,2003240,2000250,2000221,2001027,2001510,2002098,2003044,2000240,2001031,2001991,1998375,2000349,2000254,2002102,2000310,1999219,2002319
1998472,2003278,1998437,2000225,2002388,2002415,2000174,2002175,2003169,1997829,1998455,2000258,2003106,1997316,1997244,2002345,2000192,1998292,2001013,1999193
2003470,2000255,2000093,2000224,2001605,2001606,1997751,1998524,1997305,1997650,1998787,2000199,2000182,2002185,1998577,2000242,1997835,1998459,1997837,2000229
2002998,1999352,2000239,2003461,1999276,2000081,2000085,2002119,2001560,2003458,1997641,1998065,2001029,2003186,2003087,1999358,2002863,1997762,2000180,1999477
2003116,2001213,2003168,2000088,2002322,2000042,1998471,2002272,2003427,1998073,2001417,2003268,1997838,1997572,1999236,2002951,2003322,1997677,1998454,1998478
1997905,1997603,1999483,2000319,1998519,2003097,1998476,2002337,1997764,2003449,1997902,2000073,1997716,1998523,2001348,2002414,1998086,1999194,2002281,2002143
2002184,2000077,2000184,2003021,2002566,1998310,2000347,2001512,1997591,1998526,1997576,1997770,2000251,2001046,2001039,2001965,2001037,2001403,1997341,1997775
2001219,2000404,2002945,1998422,1997602,2001318,1997917,2000363,2002389,2000079,2000327,1999192,1999238,1998290,1997610,1999199,2000321,1998428,2002380,1998276
14185025,2002383,1998579,1998319,1998326,2003078,1997767,1999257,1998525,1998435,2002267,2000185,2001377,1997590,2001397,2003075,1997319,1997958,1998429,2001028
2001533,1997201,1997309,1998473,1999482,2000381,1999172,2002406,1999461,1998632,1999200,2002271,2001987,2000066,2000982,2000233,2001982,1998317,1997314,1998482
1998470,2001760,2000246,2003424,2003238,2001036,2003202,2003612,2003042,2001977,2002182,1998139,1998323,1998391,1997245,2002332,1997592,2001954,2001399,1999475
1998456,1997654,2002269,1997840,2003467,2001032,2003613,1999440,1997689,1997892,2000262,2002343,2002321,2001016,1999168,2003459,2000193,2003260,1997738,1999320
1997637,2002354,1998318,2001017,1998494,1998491,2003187,2002079,2002278,1997571,2000353,1997035,46478316,1997077,39697813,39698784,39698789,1997612,1997613,39697972
1997617,1997621,1997622,1997630,1997649,48212946,1997768,1997773,15784014,16689342,1997834,1997839,1997881,1997888,48828448,1997890,47717806,1997923,1997925,1997934
1997947,1997949,1997982,1998088,1998309,1998311,1998320,1998322,1998324,1998325,1998331,39699696,17743728,1998380,45003502,1998386,15784016,1998433,1998457,1998576
1998582,1998584,1998586,1998607,39577497,1998658,1998983,1999025,1999026,1999097,1999104,17284979,1999149,46080461,47972155,1999237,1999293,16655384,1999383,1999456
1999476,1999481,2003281,1999707,1999959,48228941,46776100,2000090,2000091,2000094,2000173,2000196,2003092,2000202,43004444,2003327,39435397,2000220,2000228,2000234
2000260,2000291,2000418,2001009,2001012,2001014,2001021,2001023,2001026,2001033,2001042,2001043,2001087,2001164,2001207,2001214,2001231,2001258,15364424,2001349
2001362,2001418,2001423,2001427,43079497,45967306,43247969,2001562,2001563,2001566,2000129,2001702,2001971,2002080,2002092,2002218,2002270,2002274,2002275,2002277
1999163,16424433,2002320,2002324,37696782,2002330,2002352,2002363,2002377,2002381,2002382,2002423,2002559,2002569,39912807,2002732,2002987,39871046,2002999,2003001
2003003,2003005,16655437,2003022,2003023,2003026,2003029,2003040,2003041,14315394,2003043,2003054,2003069,2003074,39871047,2003089,2003095,15346450,2003149,16760714
2003235,2003252,44152606,2003262,2003277,2003280,2003429,2003430,2003431,2003473,2003476,2003477,2003536,2003617,47928593,47243298,47243770
